sample_id,true_logK,pred_cnn_logK,pred_gnn_logK,true_dP,pred_cnn_dP,pred_gnn_dP
266,-17.03127479566585,-16.971130557310552,-17.003616186944868,34.8907432464284,33.16199773676925,34.34444474795211
267,-16.8652248430218,-16.81175268460762,-16.750435085485258,29.400789189771785,27.868492220529333,25.230509812934088
268,-17.06327819829181,-17.169557538132448,-17.118371608748916,36.03031156354055,39.09738695445225,38.39717926407249
269,-16.632543550974205,-16.643156812533363,-16.692468231930455,23.329245270849924,21.96668921741275,23.817085228823316
270,-16.886556629458507,-16.938140058883043,-16.916007839256835,30.328225766058154,32.114084874746766,31.143450546835084
271,-16.88794708640181,-16.83461875046337,-16.888519965311005,30.237825487599025,27.00543675041456,30.508077763144
272,-17.235286720082325,-17.19063072874403,-17.211008632283416,42.80112456561494,45.13072932955049,44.871365204075346
273,-16.850910186988276,-16.913573338294924,-16.940886750052485,29.12846371000876,29.214650974135566,31.865833598543077
274,-16.85389138078813,-16.844000797869306,-16.820562824199072,28.738914149649304,28.709293665455675,28.26664848761675
275,-17.123342512831407,-17.092547580022888,-17.00856599483185,38.21385572174043,36.568228628679265,34.56066394716791
276,-16.957130435506283,-16.94179137500759,-16.998531070403903,32.41201036900213,32.12565209872406,33.94006676285176
277,-17.073930740004283,-17.166527856568944,-17.088187507072746,36.421104433962824,38.77035506634019,37.70222252990786
278,-16.77571296552124,-16.803261331970546,-16.821984691033467,27.174742048346843,28.232099932687674,27.590881907414314
279,-16.93204689161418,-16.90769021211549,-16.914414708149522,31.59959796477432,32.07345757480613,31.286757343275212
281,-16.985000611023693,-16.995924108043692,-17.010379890927975,33.43420416806259,33.175194125656446,34.241310111161766
282,-17.091379164723087,-17.131652128441363,-17.069353477744894,37.17950438480778,37.615420285693986,37.31168699174843
283,-17.00897407645663,-16.997778831975335,-16.983000775404356,34.1277047595305,32.73159273213497,33.701528080928824
284,-16.906099324571827,-16.93544664397877,-16.93529732979499,30.79517750250818,30.9506287740262,32.00523438024152
285,-16.801076887897484,-16.75398758435115,-16.847890434031072,27.756318704270598,23.943815578539215,28.741187937141035
286,-17.12721824392145,-17.08032446318,-17.239619175433663,38.40214915488933,37.68043070274713,45.22434047155855
287,-16.994211197426313,-16.95428574748579,-16.99634493947235,33.62034621162388,32.352536279978096,34.321623807060774
288,-16.735452667891778,-16.752065787912194,-16.814257003930862,25.961089983387524,27.419959693932356,27.221018600106163
289,-16.921752927671278,-16.844016234926656,-16.89955585398689,31.281076319678448,28.114316209445974,30.698246018294185
290,-16.992576598063263,-16.94736077062236,-16.939600451388763,33.58542634796299,32.117393733177494,31.889144896635912
291,-16.78088950309517,-16.813008343558813,-16.878681972193846,27.172115326163635,26.073508486850756,29.821880852710137
292,-17.032096862920135,-17.018243514547525,-17.016641940776253,34.93403248546289,35.13306525809452,35.0865408481869
293,-17.12844086053785,-17.110066162149025,-17.010841847380618,38.45569608473458,37.8343339374422,34.563175066014
294,-17.431217183824714,-17.4972627417352,-17.47983293106033,52.08535336021464,53.87950184064289,54.6925408762047
295,-17.22035217076104,-17.17026236872166,-17.172511616623865,42.15623096668912,43.27361798918918,42.145972893085855
296,-16.98200416433962,-16.993225368861506,-16.973377628621158,33.23022475925893,33.11979869079477,33.60330046128604
297,-16.913312917481456,-16.89119680463309,-16.891769331939027,31.015316114203415,30.406087293157157,30.16479633310871
298,-16.857425696742656,-16.822144770974162,-16.866786664696093,29.308713811301914,26.887261047645666,29.37751770209968
299,-16.989461899669003,-16.986845812367083,-16.896896209738447,33.48661420416198,33.54220562878726,30.488269782075463
300,-17.146179203072062,-17.15412269086033,-17.137388686291036,39.15367506144031,40.81431623360828,39.45219063034526
301,-17.365755086407205,-17.378950455324798,-17.364671880482803,48.7501986154241,47.52703721900525,47.92871441157229
303,-17.459924685759248,-17.476541455756347,-17.456274575131587,53.57602240990309,52.33204781929226,51.476336606217274
304,-17.477647767037737,-17.459030642387923,-17.508448748259454,54.53025063375617,51.30545343757103,53.907502346946785
305,-17.725044258202345,-17.829334740607536,-17.655349192412643,69.85562120078475,69.57008555160428,65.64674715221872
306,-17.217720035281822,-17.170078312787336,-17.185446070809128,42.02311716912607,40.51758007567224,40.5842558315272
307,-18.412662561953965,-18.225474076999916,-18.41331661098684,138.41013646075498,79.52134942932116,116.46576284944695
308,-17.134887698827242,-17.16885520225207,-17.19509235643534,38.719474764797,39.503881973512705,41.579871772636125
309,-17.590663903794265,-17.66043257186608,-17.61154967312605,60.98361170439557,59.638230785163614,58.28516645473064
311,-17.65678788597441,-17.631704241624234,-17.588041110915917,65.23400189710355,60.07840235782214,58.66578470031618
312,-17.0230598450475,-16.968819753723587,-17.0957153244659,34.607303577620144,32.59978196026583,37.60303371827993
314,-17.707036947546882,-17.753679229407552,-17.70362043542697,68.60733789771484,61.593155180882604,61.95071400584493
315,-16.821462627166632,-16.730366710014444,-16.84198696509168,28.295018771482432,27.069885228067392,28.29660047012146
316,-17.247365949570302,-17.247861408790577,-17.238649587590796,43.30547704396389,42.61358647778053,42.749364128399975
317,-17.564908965108536,-17.51072338693983,-17.58577132770911,59.666995345311534,54.16792068298628,56.676840768912825
318,-17.48617173506279,-17.527266621626865,-17.476903071336217,54.98562672479375,51.854540196668495,52.359572131717414
319,-17.746679310821023,-17.705874647632328,-17.767347420992778,70.41976242359851,59.70199176747383,64.23797579382335
320,-17.586263672729096,-17.675529813037983,-17.57424496923062,60.812037978066655,60.57638784840174,59.40448083750357
321,-17.63658523154487,-17.738655657489815,-17.581993032579206,63.91564306652754,64.93817372299418,58.64740453529885
322,-17.609817508044515,-17.652043586006272,-17.539151381026862,62.22699373220553,58.91691955247529,61.241537295629314
323,-16.991590501610258,-17.055093111517408,-16.954110473261423,34.044658690716346,34.66866827883638,32.75726624278866
324,-16.957664487369932,-16.98515366308497,-16.930160648961866,32.43548205715541,33.17150324030371,31.257825120009215
325,-17.13157463340889,-17.18101220303223,-17.285467503650597,38.63043971581418,41.366849656439,49.330179026593555
326,-17.821176540429406,-17.77014216460755,-17.621561458710985,76.89886552475036,65.71340817056216,59.78240575500968
327,-16.71318054365471,-16.753583140145793,-16.861558625616297,25.392610190299138,25.044562227966367,28.98606183505524
328,-16.84875869316344,-16.962073458287527,-16.78907559713181,28.92931361147373,30.491659026932666,26.405159149352585
329,-17.800861372957144,-17.587421217628155,-17.71632114878888,75.32217381171313,56.722713091784726,67.58441219938095
330,-17.561828619189782,-17.477912105716086,-17.549249192209047,59.32105197618239,49.85623622288335,54.31532948393169
331,-17.422838210286265,-17.329091355252036,-17.271651052691368,51.60885171629934,46.94792421565671,44.14534103004053
332,-17.001052856874736,-16.91340296140166,-17.001991566417153,33.683673872816144,29.418274385907694,33.99018195787153
333,-18.233079958687966,-17.704343867502857,-17.7340238705644,116.07218478074356,64.59264989445273,106.11996545292914
334,-17.61003493280237,-17.58423200864336,-17.570176584669433,62.239071601387195,56.194225163075316,58.78698752623063
335,-17.322004322772457,-17.208353106816002,-17.296147167996576,46.695056844610804,43.584639963487405,45.1158387010272
336,-17.31727408693466,-17.325467497667677,-17.298591379905627,47.253711885213875,46.218277293335404,45.074907463835984
337,-17.02292060806425,-16.859199133349534,-17.060803815997794,34.621097505610805,29.66040442713154,36.095178050611054
338,-17.575906746688403,-17.620745605207148,-17.627993454319963,60.160442447927835,56.93481076407738,61.433040731044
339,-17.30564881073944,-17.319836102678323,-17.265598755115555,45.776538568153114,45.27827287345838,45.362434399638005
340,-17.628946332636545,-17.54253916213765,-17.520696395708256,63.43877853531558,57.785796786445644,59.86514099630813
341,-17.71321866860785,-17.594951420900564,-17.577637505356904,69.02880775965014,54.052179540562065,62.291713226953334
342,-17.379421235344928,-17.37597488717708,-17.39432074154145,49.440174453487316,47.81407264922825,50.235245208769356
343,-17.68414114610127,-17.602131695215697,-17.658187668775568,67.05738960038843,57.32993378333913,62.75682143468953
344,-17.068664550924503,-17.109569296515716,-17.083664574841862,36.229923214140925,37.40278286998529,37.46347780991802
345,-17.175687791173576,-17.083155907477753,-17.137307650111456,40.32203301160959,37.60337150874285,39.108890634873376
346,-18.019851669436747,-17.88613875847139,-17.936928150537128,93.7979971453824,68.47219683103458,73.0145933974618
347,-17.203262326951123,-17.35753865403226,-17.203393190335337,41.449821463506794,46.76978789458735,41.80900141473637
348,-17.930501914524385,-17.891830779908318,-17.8490243891399,85.77548078058408,68.2374531540263,75.07188875891961
350,-17.68521115853197,-17.569160116392098,-17.63834947623799,67.11231879397656,56.66726483155708,67.93429067548232
351,-17.031217574328405,-17.002288495368962,-17.003862974760562,34.89103321175247,35.09157361267302,34.54265738763743
352,-17.62978361719614,-17.658061761322998,-17.63504480744031,63.505611044702164,60.698642588125495,57.4933157500177
353,-16.97637749087974,-16.870025935287693,-16.966840168777644,33.03625116379641,32.32011528580307,33.01367980361965
354,-17.579401013357483,-17.51103638081195,-17.53750607869319,60.373844677084435,53.664416855625404,56.28535580963785
355,-16.992069242932743,-16.987278351347097,-17.01295975472276,33.55784614783181,32.70569375669464,34.37038621336072
356,-16.900686258462994,-16.87974816721774,-16.88174934227806,30.631883578106226,31.873393367764322,29.885047741049448
357,-17.37513924343269,-17.359080886382152,-17.40734640328627,49.25601604069743,46.984793258763375,49.51546820844919
358,-17.42178534270017,-17.44759037647873,-17.405364633377218,51.59741234501939,51.127378363302796,49.30634866186119
359,-17.041284561624927,-17.042006539151622,-17.065668273763432,35.239109117938256,37.248972253133516,36.66650275761165
360,-17.99460789491684,-17.96265425775566,-18.022541869682655,91.45372071023758,72.35963541794126,81.52258865605017
361,-17.175231937548922,-17.182406159265103,-17.171029391230093,40.28295142781232,41.02554496690999,40.056644306262626
362,-17.508644105727086,-17.67256335308896,-17.725859910790035,56.24587305929322,60.81769412015046,76.15225783202777
364,-17.768171311142524,-17.518477980063217,-17.690355549522266,72.93721112658159,57.29748216576354,72.84845226239258
365,-16.90978621959753,-16.876734759862202,-16.915684347515995,30.917884702975243,29.789273821376696,30.31768136365963
369,-17.3283348054978,-17.38808936070597,-17.348600129022415,46.97313339899938,46.55470673749494,47.21496639323777
370,-17.275306705256103,-17.222282522879286,-17.001827610469107,44.53099070033841,41.73698321525711,33.85789116419858
371,-17.339813228732048,-17.307342902210983,-17.363771508252825,47.49995388354819,46.923735557137775,47.61543855499269
372,-17.30754088833155,-17.403502542520158,-17.34192047077535,46.017272947896345,47.99876084684786,46.94039085911845
373,-16.956031800896035,-16.972558300942268,-17.0136522457119,32.278988058848256,33.65168581696656,35.005739091841434
374,-17.96201896089657,-17.796019561685313,-17.90014643137421,88.51644049724928,63.71609792612526,75.07861978236315
375,-16.84848594949291,-16.899355105269294,-16.82744659650921,29.06289288472533,28.258097668594814,28.599455183489795
376,-17.703666713112995,-17.87311048481665,-17.656014827610036,68.34402565032224,68.0226728718444,66.22806810274778
377,-17.082387924338985,-17.100769420390808,-17.056740246622304,36.83848190905457,35.999865204513014,36.51020608884187
378,-17.146064756211416,-17.119837166473932,-17.123869227069914,39.34290700611831,38.38489832346585,39.49867025352955
379,-17.673120493566586,-17.717073713706185,-17.58237728471172,66.30809011075644,56.705541019919565,61.48171662623736
380,-16.962757108966166,-16.951340283274206,-16.95353465595357,32.58646001543633,34.61213671581385,32.247525194318314
381,-17.43917654398865,-17.459110874902912,-17.401842941653975,52.701534458773494,52.72911389331966,52.77527866966693
382,-17.77906223881783,-17.712517002447967,-17.680421049682153,73.73049806878089,64.45301637491002,64.82404337143953
384,-17.65550805011344,-17.63630609204364,-17.604687951363125,65.23737965818555,59.795419169078514,57.1915634790696
385,-17.33586311680982,-17.41769455598851,-17.326809383132268,47.32020217809918,49.018562958324424,46.681283204623014
387,-16.984668731033686,-17.033200652285295,-17.02474862689126,33.30398543023017,34.30601601677557,35.470724040390365
388,-17.47264672971884,-17.537591869888267,-17.46753428439603,54.25809434828125,54.06375212363446,52.30019948270774
389,-17.650131199140233,-17.707382657265057,-17.594286120563417,64.78570593627592,61.97751560601682,59.02576736743299
390,-17.199609755100653,-17.18598919738545,-17.207096928831426,41.3015747297635,42.58015414580194,43.173426261192844
391,-18.030437472455716,-18.03275028520416,-18.01401766725543,94.79131614005291,73.10291740936282,85.94827331825536
392,-17.222314836893045,-17.24143289572816,-17.26800270008,42.24472034495318,42.98264056172883,43.434197531923814
393,-17.65050503711909,-17.629157562479847,-17.595965813044373,64.84205605565012,58.455533619077414,60.391379636246256
394,-17.276090629835466,-17.348179377123067,-17.30247607687876,44.525329964744515,46.200181160358284,45.23325034995207
395,-17.193536754790117,-17.230705949115418,-17.178582097111047,41.145992160415574,40.911181111926055,41.01655891280757
396,-16.942138675311934,-16.854757312641787,-16.956804892746433,31.917793087861696,29.773530331147754,31.955410107527086
398,-17.21621323114598,-17.177941986635922,-17.071547561607293,41.99562845640406,36.86367932152765,38.05620138364635
399,-16.852111816238747,-16.823458762580245,-16.870195575488417,29.17129512920485,28.387680588073067,29.524500837777282
400,-17.051012039088413,-16.960990821625543,-17.09820803669586,35.61678694288108,34.88802829057232,37.6386838543461
401,-17.053396224943846,-17.091269887267494,-17.11079270423945,35.972591429783705,38.46469295272533,38.349726869429716
405,-16.98127937607974,-17.02586198907371,-17.04352054801495,33.19322212156732,34.634638024961816,34.881530961954326
407,-16.92917060952946,-16.960368483857984,-16.995006733284715,31.523243108982967,29.82692529236772,33.34184322638248
408,-16.942653656884563,-16.918232784676675,-16.866624910454167,31.942588855296776,29.2288793716217,29.323726167842437
409,-17.16344642235439,-17.31642002587673,-17.152785359495088,39.82332232062544,47.56344614551847,39.343193334913565
410,-17.027694702222796,-17.05186204493644,-17.037238885820624,34.76605987964382,33.98897730985192,35.45854434840183
411,-17.385778423174905,-17.27924673788492,-17.371345343815314,49.92980970831866,47.57814384661822,50.60050275663298
414,-16.841135030396316,-16.90199775536024,-16.888042755974148,28.85892878762195,31.67996142369924,30.10217530688442
415,-16.828311925614422,-16.899089628066108,-16.9386184904598,28.516958039130714,30.240243205073398,31.973420494982633
416,-17.084304808796706,-17.077688744696147,-17.02222426618228,36.79109573751551,36.83146273855137,36.006725611823924
418,-17.000265123260075,-16.965507818458562,-17.04428052799383,33.84288416675315,30.494219908804666,35.455775610198515
419,-17.371124269080774,-17.250299425785073,-17.309889665070433,48.798415925194035,45.42495360305543,47.52936306627794
420,-17.121341706117363,-17.118367732741564,-17.095591166658117,38.12627791598279,39.8951173520731,37.74137272926201
421,-17.1686782872125,-17.07737970217493,-17.009283278036467,40.04445657563144,38.5870847321666,34.14498631005267
422,-16.922048567411142,-16.96315311469332,-16.930544356946477,31.28986561843226,30.534639735206497,31.16698156782695
423,-16.660509103061237,-16.69188035128223,-16.724011631804018,24.47521273030202,24.77113507136812,24.220323449234
424,-17.190565112878787,-17.25254260434532,-17.168462997188712,40.9185827878419,42.572202014260995,39.89423424975939
425,-16.77736854806447,-16.87568989543599,-16.843526150213332,27.02290893160523,28.811310165332998,29.041872216994534
426,-17.011615751267115,-17.136348777796467,-17.107521052662044,34.22744747191609,36.9547892972948,37.86190499840228
427,-16.96213722404991,-16.958832044590352,-16.960754418663235,32.562179486715706,29.341498458358615,32.53600068995274
428,-17.305234906732128,-17.15636851481652,-17.24479937972729,45.888236656118124,42.61287371813245,43.32915314331592
429,-16.904775622018605,-16.80758193326917,-16.90717086061665,31.09743697352809,29.118289085172023,30.388659515897302
430,-17.003051759071134,-16.95577105359383,-17.044934710970804,33.95573024944673,32.19679025822967,35.50394679347136
431,-16.89813423829768,-16.872152264365027,-16.92529542258732,30.557067548193118,29.940776970977254,31.40893475891255
432,-17.117856978779546,-17.13437871125302,-17.115194722621183,38.04542921970615,38.29810624717794,38.04695215969535
433,-16.770160664522038,-16.71279408144457,-16.78261813540111,26.841364226053315,24.82584990115231,25.894491743015237
434,-17.342184072761157,-17.397950660096264,-17.36895983290742,47.8984531327219,46.92742184898043,47.94229282738149
435,-16.860727318312097,-16.948369034823664,-16.947067399560666,29.441796985464407,33.880274190461876,31.825466597507216
436,-17.240829460821498,-17.06790426224633,-17.25259618198471,43.04419704199108,36.19100575263104,43.30255365758774
437,-17.127954484401755,-17.1002317520365,-17.113363430535266,38.46685793144694,38.11324421391108,37.9040308353098
438,-16.840915680192044,-16.886289360753004,-16.9341156665867,28.84951745104422,30.023996062004585,30.961457208464935
440,-17.12631798052105,-17.160346219223037,-17.16535599639436,38.36691664544833,39.53470595734842,40.006020762793526
441,-17.107406614172902,-17.04539699914438,-17.116815542485103,37.65269087814052,35.43135402243905,38.82924970320671
442,-16.72909162916897,-16.879572700448733,-16.77858437538938,25.97627459655621,27.920399650066997,26.32953466166464
443,-16.705507288085123,-16.767268911893943,-16.782937926936228,25.19175360276779,26.239439086041102,26.289234266525
444,-16.81068610449444,-16.803467471938106,-16.882773077022737,27.99664885512641,25.051008453784675,29.77989081144449
445,-16.893405911163285,-16.911726416607017,-16.938031974367078,30.412639935292418,30.5188824644473,31.93347226894946
446,-16.7806644435237,-16.74798350665079,-16.807670403346215,27.16209381832971,20.960537486736712,26.428539350096685
447,-16.784259804501108,-16.94397891653793,-16.757696228549847,27.251005033936508,30.731813093235246,26.93618269562853
450,-16.78717995327808,-16.78577472899792,-16.776911447085396,27.432285612658575,26.917726737694807,25.994883671492744
451,-17.12085151676021,-17.0497161265347,-17.11332497183599,38.08377076988921,33.69259868011744,37.588997099839816
452,-16.870016090396454,-16.9038379463572,-16.854601753314416,29.706884624504596,30.91414022667152,28.795490882187664
453,-16.887172705339463,-16.956075809903894,-16.9246864708581,30.215053926941096,31.78791733211557,31.14039969055409
456,-17.01891517722935,-17.09436794729327,-17.063082315512165,34.46879967876566,39.26243636529142,35.86617836656694
457,-17.107093812845424,-17.09786835864787,-16.93950685794995,37.632164012743786,37.89493535039943,32.33958602667292
458,-16.89332390388899,-16.92401407985524,-16.91533681280948,29.66961824277564,29.459193373738685,31.267677433555036
459,-16.97816085609292,-17.037613407123672,-17.001914209514528,33.08326344275423,35.799949520963935,32.25709347582392
461,-17.19705391752853,-17.189921863088852,-17.188449959762167,41.29166805968168,40.449099261750405,41.53481173546413
464,-17.131351474169314,-17.089135707810264,-17.186263908359926,38.578662914219535,38.37910054815444,40.223649978208954
465,-16.935962680361175,-16.857466566435704,-16.933747010570155,31.72405261303595,30.13834077736317,31.86283480204304
466,-16.938503265049082,-16.9244469536955,-16.98565977923258,31.813854204014092,27.670580072962025,33.3163882902503
467,-16.95563697555125,-16.882081272497103,-16.969307904618987,32.352096451387524,31.0589590535144,32.968280612286435
468,-16.771654141220083,-16.832881930824414,-16.8378025681982,26.923911899023324,28.738754142381367,27.56558238503999
469,-16.93177604827555,-16.900324559168062,-16.930785774440974,31.523660735608132,30.615263493036196,31.804588328589034
470,-16.972389221632454,-16.94545437775473,-17.013072866328173,32.72766872614545,33.11726077647319,34.39297939271037
471,-16.793184282123626,-16.808860128314933,-16.819303816645416,27.502866426273954,27.207523633063488,27.316941808856654
472,-17.077062606264793,-17.085848652661532,-17.181401503182954,36.523860967454354,35.40660265893479,40.55618910211959
473,-17.515142437150836,-17.495870091457284,-17.55914571889724,56.708506896264,52.837871369245704,57.42961754567864
474,-16.94975471163695,-17.013343504564904,-17.00331521036983,32.17019268646402,30.450266141977977,34.083732618663475
475,-16.959129333516927,-16.992961164127255,-16.991898526993477,32.475048256266575,32.29696399497817,33.8603280212983
476,-16.75743865404847,-16.791782255758818,-16.76625391700169,26.5374315689852,29.101832069709985,25.50460149732453
477,-16.89902114914576,-16.888540257841925,-16.985491729618026,30.582409177743216,28.15425142053391,33.178625094896915
478,-17.056015014672592,-17.13688654660885,-17.12286751775793,35.76428608285815,36.984546821205946,39.19208427019899
480,-17.426698680120587,-17.358032305007207,-17.43290869687236,51.56367148228014,45.10857176807383,50.208615865225624
482,-16.757009497156943,-16.78775315030451,-16.81538613593803,26.521861866554445,27.537365218177115,27.151158201989006
484,-16.840679168400154,-16.840391339275534,-16.87981600990362,28.89081770021221,28.65155936837607,29.372341581819683
485,-17.12080192395775,-17.069806837707155,-17.071058586118536,38.1872253255173,35.092414225018445,36.4191253967015
487,-17.12289238113121,-17.148664753478506,-17.115847695915516,38.251514465789086,37.46663266015713,37.670917758683316
488,-16.788131709812838,-16.730495966069476,-16.791718079792634,27.368587408319513,24.493323409394407,26.63968769697192
489,-17.02005767853185,-17.00746952007019,-16.95489177755936,34.47541816121213,33.754770307938486,32.44932268583193
491,-16.943115236619427,-17.03321474990166,-16.946051944235577,31.957780741523095,38.00837437868639,31.50250838725492
492,-17.083770752747302,-17.11071043326271,-17.1546365087936,36.77755354344728,39.28809418145232,39.76238940935713
494,-16.935337069334707,-16.93192053210028,-16.931097202841443,31.80906470416619,31.57036333542777,31.02379114030896
495,-16.99569511386433,-16.885195238384576,-16.958231899685607,33.67531215329268,29.745372114330962,32.385724007544695
501,-17.41316413125962,-17.386875525799525,-17.39031996526397,51.01325260525823,48.53208727284607,48.679885756563635
503,-17.320594795538135,-17.297788184119096,-17.320664881787664,46.59804497397033,48.35090775134586,45.362011031125235
504,-17.321741105875933,-17.163915193213043,-17.21504610924388,46.67963413450275,37.38783022907586,42.462126583733266
505,-17.569046029506218,-17.525174984071036,-17.51384334682571,59.74958359428729,52.65560854495061,55.2069052925749
506,-16.894735339826717,-17.016466176818778,-16.895976800703473,30.446640331351432,36.813448523170756,30.359938594095183
511,-17.050865173308573,-17.02673620871846,-17.069196658505845,35.58940120134346,33.97682288216885,36.66695483556245
512,-16.760486618981417,-16.691589223784185,-16.909253775063064,26.637836512407944,20.393064437941803,30.400911938462173
513,-16.797376631947955,-16.87137555602397,-16.865194370739395,27.61851722966651,31.040424623116735,28.95092837317543
515,-16.963195801003202,-16.948895870449007,-16.96150498279057,32.5998076073638,33.79527817661693,32.51093007749762
516,-17.177742008096892,-17.15338415658734,-17.148962268435746,40.40712740312884,39.416749211893546,39.751916971949925
517,-16.572036748965964,-16.586945329875157,-16.77492311391552,22.00301163281938,20.70052031724458,25.972418344840435
518,-16.82490157492304,-16.76092762992566,-16.842962463217894,28.53963083932183,27.789049760376315,27.466971972890178
519,-17.211799622413974,-17.093812682033025,-17.180635317825132,42.035572088927154,36.141525993172934,40.55329959288031
520,-17.060916900395814,-17.04736209248995,-17.067815523234646,35.95529179231558,36.1562191007626,36.22360493671809
527,-16.810222624427677,-16.828994521483285,-16.859549614826218,27.98095665909341,24.84452251964501,29.280457599603324
528,-17.00835227865122,-17.01763098818518,-16.98867657704811,34.12533182877945,37.53684217102183,33.28617907118087
529,-16.740503298013138,-16.71866977372654,-16.786907594696835,26.098729919553648,25.07578814393446,26.223798184204043
530,-16.823280332298058,-16.872482905372124,-16.794006397514067,28.345041330715503,26.146372274978035,26.57919346591666
531,-16.76349259243949,-16.819452461108703,-16.852979924684004,26.763276851375167,26.32184895370858,28.864403486057427
532,-17.266466143611282,-17.221476798897896,-17.23844855424199,44.14947901704147,41.7135915307378,43.492770144593806
537,-16.91440772631339,-16.91633077847827,-16.916915109607885,31.05007941572893,28.708517362251428,31.02289387467249
539,-17.48085783781587,-17.416991282499446,-17.42958273096302,54.72315202740651,52.7501475759957,52.9615286607152
540,-17.425788864831667,-17.297177717147264,-17.409556045592858,51.790188182727434,44.237689722360415,50.82149193327882
541,-17.204906457273932,-17.20799162518023,-17.170703764755185,41.525871233670046,39.468717888232334,40.999409042907814
542,-16.76190947365354,-16.75130337810365,-16.883353071712165,26.670986343516347,22.337834114034422,29.827249900413676
546,-17.17105865801561,-17.175068500634257,-17.174541397120716,40.13648984692554,38.950779721016545,40.04906750277482
549,-17.00071144173922,-16.987595798860493,-16.921986383863423,33.85163863138882,31.51248434278051,32.75469464272646
550,-17.007343290314637,-17.067240502266316,-17.0779156522776,34.07234951788206,35.24828656829419,37.38762833593407
551,-17.14925575669853,-17.13726868912181,-16.999091488326187,39.2654456885854,39.66883492064011,34.67093996096932
552,-16.78023337792877,-16.781775861423846,-16.821486201327964,27.146204101363082,30.666003405427432,27.216879847520204
553,-17.503459933339542,-17.224372368932798,-17.17214063332861,55.95420048064011,44.892160024226996,41.97846212642651
554,-16.657861697954793,-16.826064979876406,-16.724941270819514,24.021608202986954,28.42442713757748,23.999006602202144
555,-17.153253552719818,-17.18248334455185,-17.17829415915685,39.40679545833336,39.509374280403506,40.24650211668961
559,-17.09513854862059,-17.069773050308314,-17.054519968317145,37.1966857872403,35.10039238644987,36.16293519529836
561,-17.00082588022836,-17.006822938420807,-17.02496430200433,33.85998159407944,32.87104633919938,34.74164977565957
562,-16.656272886544656,-16.75160455140908,-16.73259828566716,23.98392610859537,29.211456953456945,24.649311356007274
564,-17.29798508194386,-17.30373632341533,-17.369842993320745,45.56437275879421,44.34509517515164,47.58656375060275
565,-16.95407867828105,-16.917006526455097,-16.954245723314862,32.316032420923136,29.512110609909882,32.402249160072984
567,-17.373546614615748,-17.358019747747974,-17.282791551708165,49.12685419297691,45.81697064391517,43.95182104369883
569,-16.92685890181983,-16.875989059579943,-16.917632899288623,31.108339286920682,29.44568539175077,30.682291226601365
571,-17.113641737071635,-16.973168952087235,-17.113865080484345,37.89521789911868,35.22153702790325,38.30242797458226
573,-17.055122375490622,-17.07419950093076,-17.02745113743697,35.75235750275422,38.08075048915972,34.943452243475775
577,-16.761203755684676,-16.846273293444106,-16.82261124804013,26.613201517825814,29.2222754352905,27.592750700433612
578,-16.940359119134058,-16.936616109902594,-16.96323162267804,31.593454527829067,32.52635240481317,33.22802217117351
580,-16.697868355690773,-16.67765756415725,-16.79072068180632,25.006368722785396,23.849449569707303,26.379273188857496
581,-16.853773124892186,-16.901940159397896,-16.94999743508641,29.228948274272966,30.845272792317587,31.798446040021304
583,-17.081836700423334,-17.087130095851684,-17.143885427128616,36.70864869112579,38.6288703622335,39.56161512221479
584,-17.101531980886463,-17.094565364151418,-17.113117299882806,37.50839233808828,37.30397264014681,37.82696245428535
585,-16.96845245389104,-16.869830376903913,-17.076331076849577,32.773075190536304,30.28837017581168,37.220845257830575
586,-16.779594414349987,-16.755953046566212,-16.824671391989803,27.130969725168484,26.739558262054857,28.519431644311112
589,-16.814670556334917,-16.81252477187728,-16.819065479865184,28.128757439566016,27.18743008878471,27.16101128111984
590,-16.78396415638974,-16.823369522324633,-16.858523017026435,27.250440797781152,27.1831742016916,28.44020967264214
591,-16.735895152221104,-16.793341833869462,-16.765990013641662,25.98895804348399,27.07099073282768,25.263485090659287
592,-16.995342254879898,-17.042661090474866,-16.981074349522498,33.670017367335504,33.53130446377219,33.326859196487476
594,-16.891101838267268,-16.809172921270907,-16.86664587270558,30.16447861532788,26.50605330159931,28.616592804029324
596,-16.637109772263415,-16.685235116668473,-16.716919994996054,23.550036926562143,23.652991268081678,23.870091272856143
598,-16.954433437597377,-16.957471842270294,-16.97820141604024,32.32364654668038,30.600333054092175,32.93518743446907
599,-17.046669006600656,-17.117713784166764,-17.086412793811178,35.45457842663279,38.50869418582289,36.99442980600139
